timestamp,counter,Latitude,Longitude,Snow Depth m,geometry
2017-04-14 14:31:36.75,101063,69.1220583,-148.9298017,0.7694,POINT (423258.0340781994 7669179.964008405)
2017-04-14 14:31:37.25,101064,69.12206,-148.9298366,0.6851,POINT (423256.6525750628 7669180.197169026)
2017-04-14 14:31:37.75,101065,69.122055,-148.9298583,0.6951,POINT (423255.7723346947 7669179.667034305)
2017-04-14 14:31:38.5,101066,69.1220617,-148.9298766,0.7167,POINT (423255.0683189327 7669180.436713718)
2017-04-14 14:31:39.25,101067,69.1220533,-148.929905,0.6202000000000001,POINT (423253.9097851321 7669179.536005252)
2017-04-14 14:31:39.75,101068,69.1220583,-148.9299366,0.71,POINT (423252.6710556486 7669180.132852135)
2017-04-14 14:31:40.5,101069,69.1220533,-148.9299633,0.6657,POINT (423251.5920365975 7669179.608977253)
2017-04-14 14:31:41,101070,69.1220517,-148.9300083,0.5015,POINT (423249.7974220191 7669179.486969372)
2017-04-14 14:31:41.5,101071,69.1220517,-148.9300417,0.6118,POINT (423248.4695866214 7669179.528776915)
2017-04-14 14:31:42,101072,69.1220533,-148.9300534,0.4482,POINT (423248.0100617059 7669179.7217565)
2017-04-14 14:31:42.5,101073,69.1220483,-148.93007,0.5281,POINT (423247.3325725226 7669179.185240945)
2017-04-14 14:31:43,101074,69.1220433,-148.9301234,0.6406999999999999,POINT (423245.1920782616 7669178.694790903)
2017-04-14 14:31:43.75,101075,69.122045,-148.9301566,0.5558,POINT (423243.8781598154 7669178.925830726)
2017-04-14 14:31:44.25,101076,69.1220433,-148.9301933,0.3029,POINT (423242.4131643553 7669178.7822924)
2017-04-14 14:31:44.75,101077,69.1220367,-148.9302517,0.5442,POINT (423240.0682751488 7669178.119771773)
2017-04-14 14:31:45.5,101078,69.1220483,-148.9302934,0.5114,POINT (423238.4511817019 7669179.464898563)
2017-04-14 14:31:46.25,101079,69.12205,-148.9303317,0.5575,POINT (423236.9345108832 7669179.70232682)
2017-04-14 14:31:47,101080,69.1220433,-148.9303684,0.40159999999999996,POINT (423235.4519655175 7669179.001498192)
2017-04-14 14:31:47.75,101081,69.12204,-148.9303834,0.4454,POINT (423234.8440491529 7669178.652463102)
2017-04-14 14:31:48.5,101082,69.1220367,-148.9303934,0.5325,POINT (423234.4349104704 7669178.297168344)
